       x;        y;       s;         m
1149.500;    489.5;     2.0;   6.260
 576.500;    490.0;     2.0;   5.290
 872.500;    491.5;     2.0;   5.329
 784.000;    492.0;     2.0;   5.052
 807.500;    492.0;     2.0;   5.326
 801.000;    492.5;     2.0;   5.287
 862.000;    492.5;     2.0;   5.010
 875.000;    492.5;     2.0;   5.205
 775.500;    493.0;     2.0;   5.138
 787.000;    493.0;     2.0;   5.028
 753.500;    493.5;     2.0;   5.214
 603.500;    494.0;     2.0;   6.302
 829.000;    494.5;     2.0;   5.200
 755.500;    495.5;     2.0;   5.287
 775.500;    495.5;     2.0;   5.804
 618.000;    496.0;     2.0;   5.111
 146.000;    496.5;     2.0;  10.213
 151.500;    497.0;     2.0;  11.693
 778.000;    497.0;     2.0;   5.106
1140.000;    497.0;     2.0;  12.982
1143.000;    497.0;     2.0;   8.017
 176.500;    497.5;     2.0;   5.108
 752.500;    497.5;     2.0;   5.619
 158.500;    498.5;     2.0;  11.486
 166.000;    498.5;     2.0;  10.625
 241.000;    498.5;     2.0;  11.657
 245.500;    498.5;     2.0;   9.306
 557.500;    498.5;     2.0;  12.750
 563.000;    498.5;     2.0;  12.783
 890.500;    498.5;     2.0;   5.030
 180.500;    499.0;     2.0;  10.611
 749.500;    499.0;     2.0;   5.452
 846.500;    499.0;     2.0;   5.163
 326.500;    499.5;     2.0;   5.372
 546.000;    499.5;     2.0;  10.779
 464.000;    500.0;     2.0;   5.396
 540.000;    500.0;     2.0;  10.213
 782.000;    500.0;     2.0;   5.350
 855.000;    500.0;     2.0;   5.509
 907.500;    500.0;     2.0;   5.025
 459.500;    500.5;     2.0;   7.176
 479.500;    500.5;     2.0;   6.792
 549.000;    500.5;     2.0;   6.308
 560.000;    500.5;     2.0;   7.717
 776.000;    500.5;     2.0;   5.458
 792.000;    500.5;     2.0;   5.526
 820.000;    500.5;     2.0;   6.038
1135.000;    500.5;     2.0;   9.918
 243.000;    501.0;     2.0;   6.164
 469.000;    501.0;     2.0;   6.700
 474.500;    501.0;     2.0;   7.636
 486.500;    501.0;     2.0;   8.136
 492.500;    501.0;     2.0;   8.286
 622.000;    501.0;     2.0;   5.640
 171.000;    501.5;     2.0;   5.064
 753.000;    502.0;     2.0;   5.130
 167.000;    502.5;     2.0;   5.836
 173.000;    502.5;     2.0;   5.693
 178.500;    502.5;     2.0;   6.092
 536.000;    502.5;     2.0;   6.651
 147.000;    503.0;     2.0;  12.065
 152.000;    503.5;     2.0;  10.563
 528.000;    503.5;     2.0;   5.516
 534.000;    503.5;     2.0;   6.203
 546.000;    503.5;     2.0;   6.009
 620.000;    503.5;     2.0;   5.521
1135.500;    503.5;     2.0;   6.882
 244.500;    504.0;     2.0;   9.140
 540.000;    504.0;     2.0;   5.538
 822.000;    504.0;     2.0;   5.769
 158.000;    504.5;     2.0;  10.348
 164.000;    504.5;     2.0;  10.850
 559.500;    504.5;     2.0;  11.884
 817.000;    504.5;     2.0;   5.032
 170.500;    505.0;     2.0;  11.663
 176.500;    505.0;     2.0;   9.946
 252.500;    505.0;     2.0;   5.152
 748.500;    505.0;     2.0;   5.100
1126.500;    505.0;     2.0;   7.815
 154.500;    505.5;     2.0;   5.979
 548.500;    506.0;     2.0;  12.379
 530.000;    506.5;     2.0;  11.931
 536.500;    506.5;     2.0;  11.247
 543.000;    506.5;     2.0;  12.068
 554.500;    506.5;     2.0;  12.241
 615.500;    507.0;     2.0;   5.200
 618.500;    507.0;     2.0;   8.917
 465.500;    507.5;     2.0;   5.655
 470.500;    507.5;     2.0;   6.878
 250.000;    508.0;     2.0;   5.762
 476.500;    508.0;     2.0;   7.505
 572.500;    508.0;     2.0;   5.293
 897.000;    508.0;     2.0;   5.181
 150.000;    508.5;     2.0;  12.281
 159.000;    508.5;     2.0;   5.666
 482.000;    508.5;     2.0;   5.850
 488.500;    508.5;     2.0;   8.392
 533.000;    508.5;     2.0;   6.198
 741.000;    508.5;     2.0;   5.135
 794.000;    508.5;     2.0;   5.928
 932.000;    509.0;     2.0;   5.920
 155.000;    509.5;     2.0;   9.950
 800.500;    509.5;     2.0;   5.520
 776.500;    510.0;     2.0;   5.085
 823.500;    510.0;     2.0;   5.271
 247.500;    510.5;     2.0;   7.081
 817.000;    510.5;     2.0;   5.333
 162.000;    511.0;     2.0;  11.443
1117.500;    511.0;     2.0;  10.564
1122.000;    511.5;     2.0;   7.197
 168.500;    512.0;     2.0;  10.717
 553.000;    512.0;     2.0;  12.098
 535.000;    512.5;     2.0;  11.055
 541.500;    513.0;     2.0;  10.656
 547.500;    513.0;     2.0;  12.378
 164.500;    513.5;     2.0;   6.094
1110.500;    514.5;     2.0;   7.200
 166.000;    515.0;     2.0;   6.099
 544.000;    515.0;     2.0;   6.423
 550.500;    515.0;     2.0;   5.966
 794.000;    515.0;     2.0;   5.700
 873.500;    515.0;     2.0;   5.372
 914.000;    515.0;     2.0;   5.058
 622.000;    515.5;     2.0;   7.962
 474.000;    516.0;     2.0;   6.398
 816.500;    516.5;     2.0;   6.686
 931.500;    516.5;     2.0;   5.116
 163.500;    517.0;     2.0;  10.178
 547.000;    517.0;     2.0;   5.069
 169.000;    518.0;     2.0;  11.526
 543.500;    519.0;     2.0;  10.269
 550.000;    519.0;     2.0;  11.289
1105.500;    521.0;     2.0;   5.723
 469.000;    521.5;     2.0;   6.109
 474.000;    522.5;     2.0;   5.093
1097.000;    523.0;     2.0;   7.330
 163.500;    524.0;     2.0;  10.987
 170.000;    524.5;     2.0;  11.938
 544.500;    525.5;     2.0;  10.740
1091.500;    525.5;     2.0;   7.663
 166.500;    526.0;     2.0;   6.370
 549.500;    526.0;     2.0;  11.117
1094.500;    526.5;     2.0;   5.429
1087.000;    527.0;     2.0;   9.096
 470.000;    528.0;     2.0;   6.048
 477.000;    528.0;     2.0;   5.925
 546.500;    528.0;     2.0;   6.355
1090.500;    528.5;     2.0;   5.581
1082.500;    529.0;     2.0;   9.496
 167.500;    530.0;     2.0;  10.072
 637.000;    530.0;     2.0;   5.379
 547.000;    532.0;     2.0;  10.498
 879.500;    532.5;     2.0;   5.378
 911.500;    533.0;     2.0;   5.272
 474.000;    534.0;     2.0;   5.687
 469.500;    535.0;     2.0;   6.410
 169.000;    535.5;     2.0;  11.828
 664.500;    535.5;     2.0;   6.919
1063.500;    535.5;     2.0;  11.405
1085.500;    536.5;     2.0;   7.639
1080.500;    537.5;     2.0;  10.825
 144.000;    538.0;     2.0;   8.118
 549.000;    538.0;     2.0;  10.994
1054.000;    539.5;     2.0;   6.288
 471.500;    540.0;     2.0;   7.655
1063.500;    540.0;     2.0;  10.037
1051.000;    540.5;     2.0;  10.280
1060.500;    540.5;     2.0;   9.644
1070.500;    540.5;     2.0;   7.348
1077.500;    540.5;     2.0;   7.016
 169.500;    541.5;     2.0;  14.069
 836.500;    541.5;     2.0;   5.805
 907.000;    541.5;     2.0;   5.080
 458.500;    542.0;     2.0;   8.775
1046.000;    542.5;     2.0;   7.807
 666.500;    543.5;     2.0;   5.299
1074.500;    543.5;     2.0;   6.819
1066.500;    544.0;     2.0;   9.047
1085.500;    544.0;     2.0;   5.983
 549.000;    544.5;     2.0;  10.722
 698.000;    544.5;     2.0;   6.837
1078.500;    545.0;     2.0;   6.358
1073.500;    547.5;     2.0;   5.642
 685.500;    548.0;     2.0;   5.036
1082.000;    548.0;     2.0;   6.241
1085.000;    548.0;     2.0;   6.937
 111.000;    548.5;     2.0;   5.600
1079.500;    549.5;     2.0;   6.830
  52.000;    550.0;     2.0;   8.140
  61.000;    550.5;     2.0;   7.672
  64.500;    550.5;     2.0;   8.071
  71.500;    551.0;     2.0;   7.311
  75.000;    551.0;     2.0;   7.868
  81.000;    551.0;     2.0;   6.555
  91.000;    551.0;     2.0;   7.101
  94.500;    551.0;     2.0;   7.338
  98.500;    551.0;     2.0;   6.790
 102.000;    551.0;     2.0;   6.915
 106.500;    551.0;     2.0;   6.735
 114.500;    551.0;     2.0;   6.681
 118.500;    551.0;     2.0;   6.466
 124.500;    551.0;     2.0;   5.859
 128.500;    551.0;     2.0;   5.776
 136.500;    551.0;     2.0;  11.046
1093.500;    552.5;     2.0;   6.003
 696.500;    553.0;     2.0;   5.746
  72.000;    553.5;     2.0;   7.589
  76.500;    553.5;     2.0;   7.145
  83.500;    553.5;     2.0;   6.753
  90.000;    553.5;     2.0;   6.673
  94.000;    553.5;     2.0;   6.479
  99.000;    553.5;     2.0;   6.475
 104.000;    553.5;     2.0;   6.408
 108.500;    553.5;     2.0;   6.142
 112.000;    553.5;     2.0;   6.090
 116.500;    553.5;     2.0;   5.890
 125.500;    553.5;     2.0;   5.238
 134.000;    553.5;     2.0;   5.003
 707.500;    553.5;     2.0;   5.656
 152.500;    554.5;     2.0;   7.144
 675.500;    555.0;     2.0;   5.603
 705.000;    555.0;     2.0;   5.023
 491.000;    555.5;     2.0;   5.381
 470.500;    556.5;     2.0;   5.250
 691.500;    557.0;     2.0;   5.786
 702.500;    557.0;     2.0;   6.061
1097.000;    557.5;     2.0;   5.321
  52.000;    558.0;     2.0;   6.267
 150.500;    558.5;     2.0;   8.553
 155.500;    559.5;     2.0;   9.533
 513.000;    561.0;     2.0;   5.239
 680.000;    561.0;     2.0;   5.070
 488.000;    561.5;     2.0;   5.647
 708.000;    562.0;     2.0;   5.218
 210.500;    562.5;     2.0;  12.238
 664.000;    562.5;     2.0;   7.021
 705.000;    562.5;     2.0;   5.036
 490.000;    563.5;     2.0;   5.878
 213.000;    564.5;     2.0;   6.265
 532.500;    566.0;     2.0;   6.140
 679.500;    566.0;     2.0;   6.151
 647.000;    567.0;     2.0;   5.083
 209.000;    568.0;     2.0;  11.564
 214.000;    568.0;     2.0;  11.233
 503.500;    568.0;     2.0;   5.026
 646.500;    568.0;     2.0;   5.088
 516.000;    568.5;     2.0;   5.647
1117.500;    570.0;     2.0;   9.901
 697.500;    570.5;     2.0;   5.092
 519.000;    574.5;     2.0;   5.779
 145.500;    575.0;     2.0;   6.558
 665.000;    576.0;     2.0;   6.552
 561.500;    578.0;     2.0;   5.197
1126.000;    580.0;     2.0;   9.415
 646.000;    580.5;     2.0;   7.153
 518.000;    581.0;     2.0;   5.175
 621.500;    581.5;     2.0;   5.257
 146.500;    582.0;     2.0;   6.054
 520.000;    582.0;     2.0;   5.089
 506.000;    582.5;     2.0;   5.396
 465.500;    583.0;     2.0;   5.723
 503.000;    583.5;     2.0;   5.468
 474.000;    585.5;     2.0;   6.586
 242.500;    586.0;     2.0;   6.889
 546.500;    586.0;     2.0;  10.156
 610.500;    586.5;     2.0;   5.498
 169.000;    587.5;     2.0;  10.513
 242.500;    588.0;     2.0;   6.949
 509.000;    588.5;     2.0;   5.490
 174.000;    589.0;     2.0;  10.907
1135.500;    589.0;     2.0;   8.469
1139.500;    589.0;     2.0;   5.933
 238.000;    591.0;     2.0;   8.279
 605.000;    591.0;     2.0;   8.577
1142.000;    591.0;     2.0;   8.231
 543.000;    592.0;     2.0;   8.041
 548.000;    592.5;     2.0;   9.033
1145.500;    593.0;     2.0;   6.512
 169.000;    594.5;     2.0;  10.115
 545.000;    594.5;     2.0;   6.103
 213.500;    595.5;     2.0;   5.228
1144.500;    595.5;     2.0;   8.537
 237.000;    597.0;     2.0;   9.082
 541.000;    598.0;     2.0;   9.132
 546.000;    598.0;     2.0;   8.240
 169.500;    598.5;     2.0;   5.825
 161.500;    599.5;     2.0;   9.446
 166.500;    600.5;     2.0;  10.686
 543.500;    600.5;     2.0;   5.097
 352.000;    601.0;     2.0;   6.230
 540.500;    601.5;     2.0;   5.401
 171.500;    602.0;     2.0;  10.989
 352.500;    602.0;     2.0;   6.113
 234.000;    602.5;     2.0;   9.638
 606.000;    602.5;     2.0;   9.580
  49.000;    603.0;     2.0;   5.152
 179.500;    603.0;     2.0;  11.480
 353.500;    604.5;     2.0;   6.599
 542.500;    604.5;     2.0;   9.817
 548.000;    605.0;     2.0;   9.036
 604.500;    605.0;     2.0;   8.250
 671.500;    605.0;     2.0;   5.664
 354.000;    605.5;     2.0;   6.404
 560.500;    606.0;     2.0;  11.010
 606.500;    606.5;     2.0;   9.236
 160.000;    607.0;     2.0;  10.718
 165.500;    607.0;     2.0;   9.659
 355.000;    607.5;     2.0;   6.777
1158.000;    607.5;     2.0;   9.002
 468.000;    608.0;     2.0;   7.038
 172.000;    608.5;     2.0;   9.990
 232.000;    608.5;     2.0;   8.615
 473.500;    608.5;     2.0;   5.678
 733.500;    608.5;     2.0;   5.885
 739.000;    609.0;     2.0;   5.298
 177.500;    609.5;     2.0;  10.060
 185.000;    610.0;     2.0;  10.576
 767.500;    610.5;     2.0;   5.021
 174.000;    611.0;     2.0;   5.501
 538.500;    611.5;     2.0;   9.447
 544.500;    611.5;     2.0;   9.403
1160.000;    611.5;     2.0;   6.759
 230.500;    612.0;     2.0;   5.290
 550.500;    612.0;     2.0;   8.719
 674.000;    612.0;     2.0;   5.211
 171.500;    612.5;     2.0;   5.339
 240.000;    612.5;     2.0;   6.787
 837.500;    612.5;     2.0;   5.332
 178.500;    613.0;     2.0;   5.298
 157.000;    613.5;     2.0;  10.995
1158.000;    613.5;     2.0;  10.938
 162.500;    614.0;     2.0;  10.418
 184.500;    614.0;     2.0;   5.322
 227.500;    614.0;     2.0;  10.447
 175.000;    614.5;     2.0;   9.841
 168.500;    615.0;     2.0;  10.981
 143.500;    615.5;     2.0;   7.374
 231.500;    615.5;     2.0;   7.676
 475.500;    616.0;     2.0;   5.719
 712.000;    616.5;     2.0;   5.106
 481.500;    617.0;     2.0;   6.692
 730.000;    617.0;     2.0;   5.220
 792.500;    617.0;     2.0;   6.171
 725.000;    617.5;     2.0;   5.134
 529.000;    618.0;     2.0;  10.284
 674.500;    618.0;     2.0;   5.245
 534.500;    618.5;     2.0;   9.731
 622.500;    618.5;     2.0;   6.081
 232.500;    619.0;     2.0;   5.558
 540.000;    619.0;     2.0;   8.794
 546.000;    619.0;     2.0;   8.096
 551.000;    619.5;     2.0;   6.108
 844.500;    620.0;     2.0;   5.039
 805.000;    620.5;     2.0;   5.602
 225.000;    621.0;     2.0;  13.064
 869.000;    621.0;     2.0;   5.227
 156.500;    621.5;     2.0;  11.096
 162.500;    621.5;     2.0;  12.510
 230.000;    622.0;     2.0;  10.218
 168.500;    622.5;     2.0;  11.508
 620.500;    623.5;     2.0;   5.645
 629.000;    623.5;     2.0;   6.226
 739.500;    623.5;     2.0;   6.180
 729.500;    624.0;     2.0;   5.645
 479.000;    624.5;     2.0;   5.263
 187.000;    625.0;     2.0;   5.672
 752.000;    625.0;     2.0;   5.545
 774.000;    625.0;     2.0;   5.503
 169.500;    626.5;     2.0;   5.151
 538.000;    626.5;     2.0;   8.194
 543.500;    626.5;     2.0;   5.896
 176.000;    627.0;     2.0;   5.193
 183.000;    627.0;     2.0;   5.117
 190.000;    627.0;     2.0;   6.294
 528.000;    627.0;     2.0;   5.186
 155.500;    627.5;     2.0;   9.504
 161.000;    628.5;     2.0;   9.671
 172.500;    628.5;     2.0;   9.016
 222.500;    628.5;     2.0;  15.039
1127.000;    628.5;     2.0;   7.565
1130.500;    628.5;     2.0;   6.672
 166.500;    629.0;     2.0;  10.579
 179.500;    629.0;     2.0;   9.315
 227.500;    629.0;     2.0;  11.295
 236.000;    629.5;     2.0;   9.408
 773.500;    630.0;     2.0;   5.471
 145.500;    630.5;     2.0;   6.382
 224.500;    631.0;     2.0;   5.053
 355.000;    631.0;     2.0;   5.886
 633.000;    631.0;     2.0;   9.033
1127.500;    631.5;     2.0;   6.254
1126.500;    632.0;     2.0;   6.306
1125.000;    632.5;     2.0;   6.073
1124.000;    633.0;     2.0;   6.062
 638.500;    634.5;     2.0;  10.702
 366.000;    635.0;     2.0;   7.984
 235.000;    635.5;     2.0;   5.713
 644.000;    636.5;     2.0;   5.974
 622.500;    637.0;     2.0;   8.599
 629.000;    637.0;     2.0;   7.894
1117.500;    637.0;     2.0;   8.393
 457.000;    637.5;     2.0;   6.229
 566.000;    637.5;     2.0;   8.634
 639.000;    637.5;     2.0;  14.128
 577.000;    638.0;     2.0;   7.712
 441.000;    640.0;     2.0;   5.511
 640.500;    640.0;     2.0;   7.064
 573.500;    640.5;     2.0;   8.839
 581.000;    640.5;     2.0;   8.153
1159.000;    641.5;     2.0;   5.020
1170.500;    641.5;     2.0;   5.074
1095.500;    644.5;     2.0;   6.987
 164.500;    645.5;     2.0;   7.896
 174.000;    646.0;     2.0;   5.946
 182.500;    646.0;     2.0;   7.058
 188.000;    646.0;     2.0;   7.765
 202.500;    646.0;     2.0;   9.582
 208.500;    646.0;     2.0;   9.564
1096.500;    647.0;     2.0;   7.079
 506.500;    647.5;     2.0;   5.923
 511.000;    647.5;     2.0;   5.076
 157.500;    648.0;     2.0;   5.060
 478.000;    648.0;     2.0;   6.186
 796.500;    650.5;     2.0;   8.244
 806.000;    650.5;     2.0;   7.898
 836.500;    650.5;     2.0;   6.592
1078.000;    650.5;     2.0;   8.601
1086.500;    650.5;     2.0;   8.267
 950.500;    651.0;     2.0;  12.471
 643.500;    651.5;     2.0;   6.676
 707.000;    651.5;     2.0;   8.894
 725.500;    651.5;     2.0;   8.011
 679.500;    652.0;     2.0;   9.461
 688.000;    652.0;     2.0;   9.237
 352.500;    653.0;     2.0;   5.333
 954.500;    653.0;     2.0;   7.306
 979.500;    653.0;     2.0;  10.887
 948.000;    653.5;     2.0;   7.197
 971.500;    653.5;     2.0;   7.484
1076.500;    653.5;     2.0;   8.670
 975.500;    654.0;     2.0;   7.801
 463.500;    655.5;     2.0;   5.363
1077.500;    656.5;     2.0;   7.793
 214.500;    657.0;     2.0;   5.332
1082.500;    657.0;     2.0;   5.941
 254.000;    658.0;     2.0;   5.326
 515.000;    658.5;     2.0;   5.247
 989.500;    658.5;     2.0;  10.747
1067.000;    659.0;     2.0;   5.838
 517.000;    661.0;     2.0;   5.216
 579.500;    661.0;     2.0;   5.070
 829.000;    661.0;     2.0;   5.550
 569.500;    661.5;     2.0;   5.591
 212.500;    662.0;     2.0;   5.406
1166.000;    662.5;     2.0;   6.868
 985.000;    663.5;     2.0;   5.031
 840.500;    670.0;     2.0;   5.895
 210.000;    671.5;     2.0;   5.240
 871.500;    671.5;     2.0;   5.084
 212.500;    673.5;     2.0;   7.019
 709.500;    676.0;     2.0;   5.638
 351.500;    677.0;     2.0;   5.216
 798.500;    680.5;     2.0;   5.089
 840.000;    680.5;     2.0;   5.965
 566.000;    681.5;     2.0;   5.155
 213.000;    682.0;     2.0;   6.175
 512.500;    683.5;     2.0;   5.186
 210.500;    684.5;     2.0;   5.138
 315.000;    684.5;     2.0;   5.852
 213.000;    686.0;     2.0;   6.627
 688.000;    688.5;     2.0;   5.502
 707.500;    689.0;     2.0;   5.569
 746.000;    689.0;     2.0;   5.174
 213.000;    690.5;     2.0;   7.291
 705.000;    692.0;     2.0;   5.511
 210.500;    693.5;     2.0;   8.749
 322.000;    695.0;     2.0;   5.287
 708.500;    695.0;     2.0;   5.756
 733.000;    695.0;     2.0;   5.085
 699.000;    696.0;     2.0;   5.959
 691.500;    696.5;     2.0;   6.271
 632.000;    697.0;     2.0;   5.309
 779.000;    697.0;     2.0;   6.080
 788.500;    697.0;     2.0;   5.177
 840.500;    697.0;     2.0;   6.722
 557.000;    698.0;     2.0;   5.145
 714.000;    698.0;     2.0;   5.442
 298.000;    698.5;     2.0;   5.477
 675.500;    698.5;     2.0;   5.964
 350.500;    699.5;     2.0;   5.503
 615.500;    699.5;     2.0;   5.154
 745.500;    699.5;     2.0;   6.088
 335.500;    700.5;     2.0;   5.317
 712.000;    700.5;     2.0;   5.115
 210.500;    701.0;     2.0;   5.902
 707.000;    701.0;     2.0;   5.009
 716.000;    701.0;     2.0;   5.927
 213.000;    703.0;     2.0;   7.908
 823.000;    703.0;     2.0;   5.321
 298.500;    703.5;     2.0;   5.315
 782.500;    703.5;     2.0;   5.523
 321.000;    704.0;     2.0;   5.212
 776.000;    704.0;     2.0;   5.615
 767.000;    705.0;     2.0;   5.349
 746.500;    705.5;     2.0;   5.662
 785.000;    705.5;     2.0;   5.121
 816.500;    707.0;     2.0;   5.282
 274.500;    707.5;     2.0;   5.123
 350.500;    707.5;     2.0;   5.674
 668.500;    707.5;     2.0;   5.882
 299.000;    708.0;     2.0;   5.456
 616.000;    708.0;     2.0;   5.433
 656.000;    708.5;     2.0;   6.662
 662.000;    708.5;     2.0;   5.643
 318.000;    709.0;     2.0;   5.867
 293.000;    709.5;     2.0;   5.130
 315.500;    710.5;     2.0;   5.596
 350.500;    710.5;     2.0;   5.075
 746.000;    710.5;     2.0;   6.187
 666.500;    711.0;     2.0;   5.783
 726.500;    712.5;     2.0;   5.940
 840.500;    712.5;     2.0;   6.041
 296.000;    713.5;     2.0;   5.855
 299.000;    713.5;     2.0;   6.672
 637.500;    715.0;     2.0;   5.043
 724.500;    715.5;     2.0;   5.781
